scheme_code,isin_growth,isin_div_reinv,scheme_name,nav,date
103734,INF082J01127,,Quantum Liquid Fund - Direct Plan Growth Option,37.0047,2026-05-17
118305,INF760K01FU6,,CANARA ROBECO LIQUID FUND - DIRECT PLAN - GROWTH OPTION,3333.6063,2026-05-17
119369,INF761K01785,,BANK OF INDIA Liquid Fund- Direct Plan- Growth,3202.2659,2026-05-17
119861,INF277K01YE6,,Tata Liquid Fund- Direct Plan-Growth Option,4389.287,2026-05-17
120249,INF767K01DN1,,LIC MF Liquid Fund-Direct Plan-Growth,5048.2519,2026-05-17
120304,INF789F01XQ6,,UTI-  Liquid Cash Plan - Direct Plan - Growth Option,4558.9719,2026-05-17
120785,INF789FB1S71,,UTI - Overnight Fund - Direct Plan - Growth Option,3710.8672,2026-05-17
139538,INF174V01044,,Mahindra Manulife Liquid Fund - Direct Plan -Growth,1811.1235,2026-05-17
143269,INF879O01068,,Parag Parikh Liquid Fund- Direct Plan- Growth,1537.7413,2026-05-17
145834,INF247L01734,,Motilal Oswal Liquid Fund - Direct Growth,14.6536,2026-05-17
145971,INF03VN01043,,WhiteOak Capital Liquid Fund- Direct plan-Growth Option,1488.5071,2026-05-17
146978,,INF277K019T3,TATA Overnight Fund Direct Plan - Daily Reinvestment of Income Distribution cum capital withdrawal option,1000.0,2026-05-17
146980,INF277K018T5,,Tata Overnight Fund-Direct Plan-Growth,1431.0994,2026-05-17
147157,INF00XX01283,,ITI Liquid Fund - Direct Plan - Growth Option,1445.2581,2026-05-17
147515,INF767K01QI3,,LIC MF Overnight Fund-Direct Plan-Growth,1405.3373,2026-05-17
147531,INF760K01JM5,,CANARA ROBECO OVERNIGHT FUND - DIRECT PLAN - GROWTH OPTION,1399.3081,2026-05-17
147564,INF174V01838,,Mahindra Manulife Overnight Fund - Direct Plan -Growth,1403.1614,2026-05-17
147713,INF00XX01564,,ITI Overnight Fund - Direct Plan - Growth Option,1371.7678,2026-05-17
147951,INF761K01EU7,,BANK OF INDIA Overnight Fund Direct Plan Growth,1379.1277,2026-05-17
148837,INF0GCD01271,INF0GCD01289,TRUSTMF Liquid Fund-Direct Plan-Weekly Income Distribution cum Capital Withdrawal,1233.715,2026-05-17
148839,INF0GCD01305,INF0GCD01297,TRUSTMF Liquid Fund-Direct Plan-Monthly Income Distribution cum Capital Withdrawal,1206.6128,2026-05-17
148841,INF0GCD01255,,TRUSTMF Liquid Fund-Direct Plan-Growth,1345.9215,2026-05-17
148842,,INF0GCD01263,TRUSTMF Liquid Fund-Direct Plan-Daily Income Distribution cum Capital Withdrawal,1276.9706,2026-05-17
149797,INF0GCD01453,,TRUST MF OVERNIGHT FUND-DIRECT PLAN-GROWTH,1281.7933,2026-05-17
152152,INF0R8701079,,Helios Overnight Fund - Direct Plan - Growth Option,1162.6175,2026-05-17
153570,INF1MIY01056,,Unifi Liquid Fund- Direct Growth,1057.18,2026-05-17
